#Angle Scan MOKE
#
#26.07.2002 , 14:54
#
#Notes
#
#Self Calib (Volt)	"VOLT:DC"
-5.040201E-1	1.897976E-1
-4.869347E-1	1.898056E-1
-4.698493E-1	1.898067E-1
-4.527638E-1	1.898044E-1
-4.356784E-1	1.898044E-1
-4.185930E-1	1.898044E-1
-4.015075E-1	1.898061E-1
-3.844221E-1	1.898033E-1
-3.673367E-1	1.898061E-1
-3.502513E-1	1.898033E-1
-3.331658E-1	1.897976E-1
-3.160804E-1	1.898073E-1
-2.989950E-1	1.898090E-1
-2.819096E-1	1.898061E-1
-2.648241E-1	1.898044E-1
-2.477387E-1	1.898039E-1
-2.306533E-1	1.898050E-1
-2.135678E-1	1.898067E-1
-1.964824E-1	1.898067E-1
-1.793970E-1	1.898141E-1
-1.623116E-1	1.898170E-1
-1.452261E-1	1.898101E-1
-1.281407E-1	1.898044E-1
-1.110553E-1	1.898061E-1
-9.396985E-2	1.898022E-1
-7.688442E-2	1.898016E-1
-5.979899E-2	1.898101E-1
-4.271357E-2	1.898027E-1
-2.562814E-2	1.898033E-1
-8.542714E-3	1.897970E-1
8.542714E-3	1.898010E-1
2.562814E-2	1.898027E-1
4.271357E-2	1.898027E-1
5.979899E-2	1.898044E-1
7.688442E-2	1.898010E-1
9.396985E-2	1.897976E-1
1.110553E-1	1.898010E-1
1.281407E-1	1.897959E-1
1.452261E-1	1.897998E-1
1.623116E-1	1.898061E-1
1.793970E-1	1.898118E-1
1.964824E-1	1.898073E-1
2.135678E-1	1.898084E-1
2.306533E-1	1.897981E-1
2.477387E-1	1.898095E-1
2.648241E-1	1.898169E-1
2.819096E-1	1.898124E-1
2.989950E-1	1.898061E-1
3.160804E-1	1.898038E-1
3.331658E-1	1.897976E-1
3.502513E-1	1.898038E-1
3.673367E-1	1.898044E-1
3.844221E-1	1.898038E-1
4.015075E-1	1.898033E-1
4.185930E-1	1.898038E-1
4.356784E-1	1.897981E-1
4.527638E-1	1.897845E-1
4.698493E-1	1.897976E-1
4.869347E-1	1.897981E-1
5.040201E-1	1.897919E-1
5.211055E-1	1.897970E-1
5.381910E-1	1.897976E-1
5.552764E-1	1.897993E-1
5.723618E-1	1.898010E-1
5.894472E-1	1.898004E-1
6.065326E-1	1.897976E-1
6.236181E-1	1.897953E-1
6.407035E-1	1.898055E-1
6.577889E-1	1.898050E-1
6.748744E-1	1.898084E-1
6.919598E-1	1.898072E-1
7.090452E-1	1.898010E-1
7.261307E-1	1.897998E-1
7.432161E-1	1.897862E-1
7.603015E-1	1.898004E-1
7.773869E-1	1.897958E-1
7.944723E-1	1.897936E-1
8.115578E-1	1.897896E-1
8.286432E-1	1.897896E-1
8.457286E-1	1.897958E-1
8.628141E-1	1.898004E-1
8.798995E-1	1.897936E-1
8.969849E-1	1.898015E-1
9.140704E-1	1.897964E-1
9.311558E-1	1.897958E-1
9.482412E-1	1.897987E-1
9.653266E-1	1.898049E-1
9.824120E-1	1.898027E-1
9.994975E-1	1.898015E-1
1.016583E+0	1.897981E-1
1.033668E+0	1.897936E-1
1.050754E+0	1.897867E-1
1.067839E+0	1.897970E-1
1.084925E+0	1.897975E-1
1.102010E+0	1.898015E-1
1.119095E+0	1.898061E-1
1.136181E+0	1.898141E-1
1.153266E+0	1.898089E-1
1.170352E+0	1.898049E-1
1.187437E+0	1.898049E-1
1.204523E+0	1.898106E-1
1.221608E+0	1.898066E-1
1.238693E+0	1.897992E-1
1.255779E+0	1.897987E-1
1.272864E+0	1.897901E-1
1.289950E+0	1.897941E-1
1.307035E+0	1.897947E-1
1.324121E+0	1.897975E-1
1.341206E+0	1.897970E-1
1.358291E+0	1.897890E-1
1.375377E+0	1.898021E-1
1.392462E+0	1.897975E-1
1.409548E+0	1.897913E-1
1.426633E+0	1.897947E-1
1.443719E+0	1.897913E-1
1.460804E+0	1.897867E-1
1.477889E+0	1.897992E-1
1.494975E+0	1.898049E-1
1.512060E+0	1.898060E-1
1.529146E+0	1.897992E-1
1.546231E+0	1.898004E-1
1.563317E+0	1.897975E-1
1.580402E+0	1.898021E-1
1.597487E+0	1.898009E-1
1.614573E+0	1.898015E-1
1.631658E+0	1.898038E-1
1.648744E+0	1.897975E-1
1.665829E+0	1.897992E-1
1.682915E+0	1.897947E-1
1.700000E+0	1.897941E-1
1.700000E+0	1.897958E-1
1.682915E+0	1.897930E-1
1.665829E+0	1.897992E-1
1.648744E+0	1.897964E-1
1.631658E+0	1.897964E-1
1.614573E+0	1.897975E-1
1.597487E+0	1.897969E-1
1.580402E+0	1.897952E-1
1.563317E+0	1.897981E-1
1.546231E+0	1.897964E-1
1.529146E+0	1.897907E-1
1.512060E+0	1.897912E-1
1.494975E+0	1.898021E-1
1.477889E+0	1.897986E-1
1.460804E+0	1.898015E-1
1.443719E+0	1.897986E-1
1.426633E+0	1.897924E-1
1.409548E+0	1.898060E-1
1.392462E+0	1.898100E-1
1.375377E+0	1.898083E-1
1.358291E+0	1.898060E-1
1.341206E+0	1.897963E-1
1.324121E+0	1.897929E-1
1.307035E+0	1.897924E-1
1.289950E+0	1.897952E-1
1.272864E+0	1.897912E-1
1.255779E+0	1.897975E-1
1.238693E+0	1.898055E-1
1.221608E+0	1.898049E-1
1.204523E+0	1.897992E-1
1.187437E+0	1.897975E-1
1.170352E+0	1.897969E-1
1.153266E+0	1.897975E-1
1.136181E+0	1.898015E-1
1.119095E+0	1.897941E-1
1.102010E+0	1.897941E-1
1.084925E+0	1.897929E-1
1.067839E+0	1.897992E-1
1.050754E+0	1.897906E-1
1.033668E+0	1.897895E-1
1.016583E+0	1.897890E-1
9.994975E-1	1.898009E-1
9.824120E-1	1.898026E-1
9.653266E-1	1.898049E-1
9.482412E-1	1.897981E-1
9.311558E-1	1.897992E-1
9.140704E-1	1.897963E-1
8.969849E-1	1.897935E-1
8.798995E-1	1.897958E-1
8.628141E-1	1.898037E-1
8.457286E-1	1.897958E-1
8.286432E-1	1.897918E-1
8.115578E-1	1.898009E-1
7.944723E-1	1.897958E-1
7.773869E-1	1.898021E-1
7.603015E-1	1.897969E-1
7.432161E-1	1.897981E-1
7.261307E-1	1.897929E-1
7.090452E-1	1.897980E-1
6.919598E-1	1.898003E-1
6.748744E-1	1.897924E-1
6.577889E-1	1.897895E-1
6.407035E-1	1.897867E-1
6.236181E-1	1.897969E-1
6.065326E-1	1.897969E-1
5.894472E-1	1.897963E-1
5.723618E-1	1.897946E-1
5.552764E-1	1.897895E-1
5.381910E-1	1.897963E-1
5.211055E-1	1.898049E-1
5.040201E-1	1.898094E-1
4.869347E-1	1.898049E-1
4.698493E-1	1.898026E-1
4.527638E-1	1.898060E-1
4.356784E-1	1.898037E-1
4.185930E-1	1.897946E-1
4.015075E-1	1.897878E-1
3.844221E-1	1.897969E-1
3.673367E-1	1.897952E-1
3.502513E-1	1.897906E-1
3.331658E-1	1.897850E-1
3.160804E-1	1.897912E-1
2.989950E-1	1.897963E-1
2.819096E-1	1.897952E-1
2.648241E-1	1.897946E-1
2.477387E-1	1.898003E-1
2.306533E-1	1.897935E-1
2.135678E-1	1.897924E-1
1.964824E-1	1.897878E-1
1.793970E-1	1.897889E-1
1.623116E-1	1.897827E-1
1.452261E-1	1.897867E-1
1.281407E-1	1.897969E-1
1.110553E-1	1.897878E-1
9.396985E-2	1.898003E-1
7.688442E-2	1.898026E-1
5.979899E-2	1.898060E-1
4.271357E-2	1.897941E-1
2.562814E-2	1.897980E-1
8.542714E-3	1.897975E-1
-8.542714E-3	1.897923E-1
-2.562814E-2	1.897974E-1
-4.271357E-2	1.898009E-1
-5.979899E-2	1.897940E-1
-7.688442E-2	1.897855E-1
-9.396985E-2	1.897861E-1
-1.110553E-1	1.897889E-1
-1.281407E-1	1.897940E-1
-1.452261E-1	1.897935E-1
-1.623116E-1	1.897900E-1
-1.793970E-1	1.898031E-1
-1.964824E-1	1.898026E-1
-2.135678E-1	1.898009E-1
-2.306533E-1	1.897963E-1
-2.477387E-1	1.897883E-1
-2.648241E-1	1.897912E-1
-2.819096E-1	1.897940E-1
-2.989950E-1	1.897918E-1
-3.160804E-1	1.897940E-1
-3.331658E-1	1.898048E-1
-3.502513E-1	1.898020E-1
-3.673367E-1	1.898031E-1
-3.844221E-1	1.898014E-1
-4.015075E-1	1.897969E-1
-4.185930E-1	1.897992E-1
-4.356784E-1	1.898031E-1
-4.527638E-1	1.898031E-1
-4.698493E-1	1.897997E-1
-4.869347E-1	1.897952E-1
-5.040201E-1	1.897992E-1
-5.211055E-1	1.898043E-1
-5.381910E-1	1.898014E-1
-5.552764E-1	1.897992E-1
-5.723618E-1	1.897895E-1
-5.894472E-1	1.897912E-1
-6.065326E-1	1.897918E-1
-6.236181E-1	1.897986E-1
-6.407035E-1	1.897980E-1
-6.577889E-1	1.897946E-1
-6.748744E-1	1.897946E-1
-6.919598E-1	1.897889E-1
-7.090452E-1	1.897861E-1
-7.261307E-1	1.897855E-1
-7.432161E-1	1.897872E-1
-7.603015E-1	1.897872E-1
-7.773869E-1	1.897946E-1
-7.944723E-1	1.897957E-1
-8.115578E-1	1.898015E-1
-8.286432E-1	1.897998E-1
-8.457286E-1	1.898049E-1
-8.628141E-1	1.898020E-1
-8.798995E-1	1.897974E-1
-8.969849E-1	1.897929E-1
-9.140704E-1	1.897866E-1
-9.311558E-1	1.897889E-1
-9.482412E-1	1.897935E-1
-9.653266E-1	1.897946E-1
-9.824120E-1	1.897940E-1
-9.994975E-1	1.897923E-1
-1.016583E+0	1.897912E-1
-1.033668E+0	1.897895E-1
-1.050754E+0	1.897832E-1
-1.067839E+0	1.897883E-1
-1.084925E+0	1.897963E-1
-1.102010E+0	1.897918E-1
-1.119095E+0	1.897866E-1
-1.136181E+0	1.897878E-1
-1.153266E+0	1.897883E-1
-1.170352E+0	1.897832E-1
-1.187437E+0	1.897855E-1
-1.204523E+0	1.897821E-1
-1.221608E+0	1.897923E-1
-1.238693E+0	1.898003E-1
-1.255779E+0	1.897980E-1
-1.272864E+0	1.897997E-1
-1.289950E+0	1.898020E-1
-1.307035E+0	1.897889E-1
-1.324121E+0	1.897889E-1
-1.341206E+0	1.897957E-1
-1.358291E+0	1.897980E-1
-1.375377E+0	1.897843E-1
-1.392462E+0	1.897826E-1
-1.409548E+0	1.897798E-1
-1.426633E+0	1.897826E-1
-1.443719E+0	1.897900E-1
-1.460804E+0	1.897906E-1
-1.477889E+0	1.897894E-1
-1.494975E+0	1.897906E-1
-1.512060E+0	1.897974E-1
-1.529146E+0	1.897940E-1
-1.546231E+0	1.897929E-1
-1.563317E+0	1.897929E-1
-1.580402E+0	1.897894E-1
-1.597487E+0	1.897843E-1
-1.614573E+0	1.897769E-1
-1.631658E+0	1.897746E-1
-1.648744E+0	1.897974E-1
-1.665829E+0	1.897974E-1
-1.682915E+0	1.897946E-1
-1.700000E+0	1.897883E-1
